UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
root        2613    1741    2614  0    4 43996 10536   1 21:48 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2613    1741    2615  0    4 43996 10536   1 21:48 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2613    1741    2616  0    4 43996 10536   0 21:48 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2770       2    2770  0    1     0     0   2 21:48 ?        00:00:00 [psimon]
root        2798       2    2798  0    1     0     0   0 21:48 ?        00:00:00 [kworker/u518:1]
root        2799       2    2799  0    1     0     0   0 21:48 ?        00:00:00 [kworker/u518:2-ttm]
vm_mach+    2801       1    2801  0    1  5793 13716   1 21:48 ?        00:00:00 /usr/lib/systemd/systemd --user
vm_mach+    2802    2801    2802  0    1  5620  3624   2 21:48 ?        00:00:00 (sd-pam)
vm_mach+    2815    2801    2815  0    1  1944  3652   0 21:48 ?        00:00:00 /usr/bin/mpris-proxy
vm_mach+    2816    2801    2816  0    3 26334 13280   0 21:48 ?        00:00:00 /usr/bin/pipewire
vm_mach+    2816    2801    2850  0    3 26334 13280   2 21:48 ?        00:00:00 /usr/bin/pipewire
vm_mach+    2816    2801    2858  0    3 26334 13280   3 21:48 ?        00:00:02 /usr/bin/pipewire
vm_mach+    2817    2801    2817  0    2 21923  5620   3 21:48 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
vm_mach+    2817    2801    2847  0    2 21923  5620   1 21:48 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
vm_mach+    2821    2801    2821  0    6 120780 19624  2 21:48 ?        00:00:00 /usr/bin/wireplumber
vm_mach+    2821    2801    2848  0    6 120780 19624  1 21:48 ?        00:00:00 /usr/bin/wireplumber
vm_mach+    2821    2801    2851  0    6 120780 19624  1 21:48 ?        00:00:00 /usr/bin/wireplumber
vm_mach+    2821    2801    2862  0    6 120780 19624  1 21:48 ?        00:00:00 /usr/bin/wireplumber
vm_mach+    2821    2801    2866  0    6 120780 19624  2 21:48 ?        00:00:00 /usr/bin/wireplumber
vm_mach+    2821    2801    2867  0    6 120780 19624  0 21:48 ?        00:00:00 /usr/bin/wireplumber
vm_mach+    2822    2801    2822  0    3 45533 12196   3 21:48 ?        00:00:00 /usr/bin/pipewire-pulse
vm_mach+    2822    2801    2849  0    3 45533 12196   0 21:48 ?        00:00:00 /usr/bin/pipewire-pulse
vm_mach+    2822    2801    2860  0    3 45533 12196   0 21:48 ?        00:00:00 /usr/bin/pipewire-pulse
vm_mach+    2823    2801    2823  0    1  2561  6536   1 21:48 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
vm_mach+    2824    2801    2824  0    5 46525 10256   1 21:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
vm_mach+    2824    2801    2837  0    5 46525 10256   0 21:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
vm_mach+    2824    2801    2838  0    5 46525 10256   1 21:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
vm_mach+    2824    2801    2839  0    5 46525 10256   2 21:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
vm_mach+    2824    2801    2846  0    5 46525 10256   1 21:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
vm_mach+    2890    2801    2890  0    7 152284 7248   1 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2890    2801    2891  0    7 152284 7248   1 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2890    2801    2892  0    7 152284 7248   1 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2890    2801    2893  0    7 152284 7248   1 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2890    2801    2900  0    7 152284 7248   2 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2890    2801    2902  0    7 152284 7248   1 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2890    2801    2903  0    7 152284 7248   0 21:48 ?        00:00:00 /usr/libexec/xdg-document-portal
vm_mach+    2894    2801    2894  0    4 77512  6188   1 21:48 ?        00:00:00 /usr/libexec/xdg-permission-store
vm_mach+    2894    2801    2895  0    4 77512  6188   2 21:48 ?        00:00:00 /usr/libexec/xdg-permission-store
vm_mach+    2894    2801    2896  0    4 77512  6188   1 21:48 ?        00:00:00 /usr/libexec/xdg-permission-store
vm_mach+    2894    2801    2898  0    4 77512  6188   1 21:48 ?        00:00:00 /usr/libexec/xdg-permission-store
root        2901    2890    2901  0    1   693  2024   2 21:48 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
vm_mach+    2964    2613    2964  0    4 42720  6088   3 21:48 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
vm_mach+    2964    2613    2965  0    4 42720  6088   3 21:48 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
vm_mach+    2964    2613    2966  0    4 42720  6088   3 21:48 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
vm_mach+    2964    2613    2968  0    4 42720  6088   1 21:48 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
vm_mach+    2970    2964    2970  0    4 49679 14080   3 21:48 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
vm_mach+    2970    2964    3012  0    4 49679 14080   1 21:48 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
vm_mach+    2970    2964    3013  0    4 49679 14080   1 21:48 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
vm_mach+    2970    2964    3014  0    4 49679 14080   3 21:48 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
vm_mach+    3016    2801    3016  0    3 24429  7324   1 21:48 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
vm_mach+    3016    2801    3036  0    3 24429  7324   1 21:48 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
vm_mach+    3016    2801    3037  0    3 24429  7324   1 21:48 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
vm_mach+    3017    2801    3017  0    2 22530  5284   1 21:48 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
vm_mach+    3017    2801    3032  0    2 22530  5284   0 21:48 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
vm_mach+    3045    2801    3045  0    4 78893  8264   2 21:48 ?        00:00:00 /usr/libexec/gvfsd
vm_mach+    3045    2801    3050  0    4 78893  8264   1 21:48 ?        00:00:00 /usr/libexec/gvfsd
vm_mach+    3045    2801    3051  0    4 78893  8264   1 21:48 ?        00:00:00 /usr/libexec/gvfsd
vm_mach+    3045    2801    3052  0    4 78893  8264   3 21:48 ?        00:00:00 /usr/libexec/gvfsd
vm_mach+    3055    2801    3055  0    7 98739  7180   0 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3055    2801    3059  0    7 98739  7180   0 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3055    2801    3060  0    7 98739  7180   0 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3055    2801    3061  0    7 98739  7180   2 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3055    2801    3062  0    7 98739  7180   2 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3055    2801    3063  0    7 98739  7180   3 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3055    2801    3064  0    7 98739  7180   2 21:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
vm_mach+    3057    2801    3057  0    5 158501 16152  0 21:48 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
vm_mach+    3057    2801    3065  0    5 158501 16152  0 21:48 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
vm_mach+    3057    2801    3066  0    5 158501 16152  2 21:48 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
vm_mach+    3057    2801    3068  0    5 158501 16152  2 21:48 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
vm_mach+    3057    2801    3071  0    5 158501 16152  0 21:48 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
vm_mach+    3091    3057    3091  0    5 95369  7592   2 21:48 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
vm_mach+    3091    3057    3099  0    5 95369  7592   2 21:48 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
vm_mach+    3091    3057    3100  0    5 95369  7592   2 21:48 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
vm_mach+    3091    3057    3101  0    5 95369  7592   2 21:48 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
vm_mach+    3091    3057    3103  0    5 95369  7592   3 21:48 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
vm_mach+    3105    3091    3105  0    1  2222  4708   3 21:48 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
vm_mach+    3107    2801    3107  0   17 1015061 305932 2 21:48 ?       00:00:08 /usr/bin/gnome-shell
vm_mach+    3107    2801    3111  0   17 1015061 305932 0 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3112  0   17 1015061 305932 3 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3114  0   17 1015061 305932 3 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3116  0   17 1015061 305932 0 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3117  0   17 1015061 305932 1 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3118  0   17 1015061 305932 1 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3119  0   17 1015061 305932 1 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3120  0   17 1015061 305932 3 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3121  0   17 1015061 305932 2 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3122  0   17 1015061 305932 3 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3123  0   17 1015061 305932 3 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3124  0   17 1015061 305932 3 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3125  0   17 1015061 305932 0 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3130  0   17 1015061 305932 0 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    3631  0   17 1015061 305932 2 21:48 ?       00:00:00 /usr/bin/gnome-shell
vm_mach+    3107    2801    5280  0   17 1015061 305932 0 21:49 ?       00:00:00 /usr/bin/gnome-shell
root        3129       2    3129  0    1     0     0   1 21:48 ?        00:00:00 [kworker/u519:1-ttm]
vm_mach+    3140    2801    3140  0    4 42280  6984   2 21:48 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
vm_mach+    3140    2801    3141  0    4 42280  6984   0 21:48 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
vm_mach+    3140    2801    3142  0    4 42280  6984   2 21:48 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
vm_mach+    3140    2801    3143  0    4 42280  6984   0 21:48 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
vm_mach+    3152    2801    3152  0    7 165055 22232  3 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3152    2801    3162  0    7 165055 22232  0 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3152    2801    3163  0    7 165055 22232  0 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3152    2801    3165  0    7 165055 22232  2 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3152    2801    3166  0    7 165055 22232  3 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3152    2801    3167  0    7 165055 22232  2 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3152    2801    3474  0    7 165055 22232  3 21:48 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
vm_mach+    3168    2801    3168  0    5 152372 43560  3 21:48 ?        00:00:00 /usr/libexec/evolution-source-registry
vm_mach+    3168    2801    3173  0    5 152372 43560  3 21:48 ?        00:00:00 /usr/libexec/evolution-source-registry
vm_mach+    3168    2801    3174  0    5 152372 43560  2 21:48 ?        00:00:00 /usr/libexec/evolution-source-registry
vm_mach+    3168    2801    3175  0    5 152372 43560  3 21:48 ?        00:00:00 /usr/libexec/evolution-source-registry
vm_mach+    3168    2801    3176  0    5 152372 43560  0 21:48 ?        00:00:00 /usr/libexec/evolution-source-registry
vm_mach+    3180    2801    3180  0   12 683409 27940  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3192  0   12 683409 27940  1 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3193  0   12 683409 27940  1 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3206  0   12 683409 27940  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3251  0   12 683409 27940  2 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3253  0   12 683409 27940  3 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3254  0   12 683409 27940  3 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3255  0   12 683409 27940  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3256  0   12 683409 27940  2 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3257  0   12 683409 27940  3 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3258  0   12 683409 27940  2 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3180    2801    3259  0   12 683409 27940  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
vm_mach+    3183    2801    3183  0    4 97093 11340   0 21:48 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
vm_mach+    3183    2801    3394  0    4 97093 11340   1 21:48 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
vm_mach+    3183    2801    3395  0    4 97093 11340   3 21:48 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
vm_mach+    3183    2801    3415  0    4 97093 11340   1 21:48 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
vm_mach+    3184    2801    3184  0    5 61262  6876   1 21:48 ?        00:00:00 /usr/libexec/gsd-a11y-settings
vm_mach+    3184    2801    3196  0    5 61262  6876   3 21:48 ?        00:00:00 /usr/libexec/gsd-a11y-settings
vm_mach+    3184    2801    3197  0    5 61262  6876   0 21:48 ?        00:00:00 /usr/libexec/gsd-a11y-settings
vm_mach+    3184    2801    3216  0    5 61262  6876   0 21:48 ?        00:00:00 /usr/libexec/gsd-a11y-settings
vm_mach+    3184    2801    3342  0    5 61262  6876   0 21:48 ?        00:00:00 /usr/libexec/gsd-a11y-settings
vm_mach+    3185    2801    3185  0    5 103492 20852  3 21:48 ?        00:00:00 /usr/libexec/gsd-color
vm_mach+    3185    2801    3348  0    5 103492 20852  1 21:48 ?        00:00:00 /usr/libexec/gsd-color
vm_mach+    3185    2801    3349  0    5 103492 20852  1 21:48 ?        00:00:00 /usr/libexec/gsd-color
vm_mach+    3185    2801    3351  0    5 103492 20852  0 21:48 ?        00:00:00 /usr/libexec/gsd-color
vm_mach+    3185    2801    3365  0    5 103492 20852  3 21:48 ?        00:00:00 /usr/libexec/gsd-color
vm_mach+    3186    2801    3186  0    5 64257 10004   3 21:48 ?        00:00:00 /usr/libexec/gsd-datetime
vm_mach+    3186    2801    3291  0    5 64257 10004   2 21:48 ?        00:00:00 /usr/libexec/gsd-datetime
vm_mach+    3186    2801    3292  0    5 64257 10004   2 21:48 ?        00:00:00 /usr/libexec/gsd-datetime
vm_mach+    3186    2801    3293  0    5 64257 10004   0 21:48 ?        00:00:00 /usr/libexec/gsd-datetime
vm_mach+    3186    2801    3306  0    5 64257 10004   1 21:48 ?        00:00:00 /usr/libexec/gsd-datetime
vm_mach+    3190    2801    3190  0    5 96535  8196   2 21:48 ?        00:00:00 /usr/libexec/gsd-housekeeping
vm_mach+    3190    2801    3210  0    5 96535  8196   2 21:48 ?        00:00:00 /usr/libexec/gsd-housekeeping
vm_mach+    3190    2801    3211  0    5 96535  8196   2 21:48 ?        00:00:00 /usr/libexec/gsd-housekeeping
vm_mach+    3190    2801    3217  0    5 96535  8196   2 21:48 ?        00:00:00 /usr/libexec/gsd-housekeeping
vm_mach+    3190    2801    3265  0    5 96535  8196   1 21:48 ?        00:00:00 /usr/libexec/gsd-housekeeping
vm_mach+    3191    2801    3191  0    5 103108 20220  3 21:48 ?        00:00:00 /usr/libexec/gsd-keyboard
vm_mach+    3191    2801    3383  0    5 103108 20220  1 21:48 ?        00:00:00 /usr/libexec/gsd-keyboard
vm_mach+    3191    2801    3384  0    5 103108 20220  1 21:48 ?        00:00:00 /usr/libexec/gsd-keyboard
vm_mach+    3191    2801    3393  0    5 103108 20220  2 21:48 ?        00:00:00 /usr/libexec/gsd-keyboard
vm_mach+    3191    2801    3416  0    5 103108 20220  1 21:48 ?        00:00:00 /usr/libexec/gsd-keyboard
vm_mach+    3194    2801    3194  0    5 161704 24288  3 21:48 ?        00:00:00 /usr/libexec/gsd-media-keys
vm_mach+    3194    2801    3380  0    5 161704 24288  3 21:48 ?        00:00:00 /usr/libexec/gsd-media-keys
vm_mach+    3194    2801    3381  0    5 161704 24288  3 21:48 ?        00:00:00 /usr/libexec/gsd-media-keys
vm_mach+    3194    2801    3386  0    5 161704 24288  2 21:48 ?        00:00:00 /usr/libexec/gsd-media-keys
vm_mach+    3194    2801    3403  0    5 161704 24288  1 21:48 ?        00:00:00 /usr/libexec/gsd-media-keys
vm_mach+    3200    2801    3200  0    5 103997 22036  2 21:48 ?        00:00:00 /usr/libexec/gsd-power
vm_mach+    3200    2801    3391  0    5 103997 22036  3 21:48 ?        00:00:00 /usr/libexec/gsd-power
vm_mach+    3200    2801    3392  0    5 103997 22036  2 21:48 ?        00:00:00 /usr/libexec/gsd-power
vm_mach+    3200    2801    3397  0    5 103997 22036  2 21:48 ?        00:00:00 /usr/libexec/gsd-power
vm_mach+    3200    2801    3414  0    5 103997 22036  0 21:48 ?        00:00:00 /usr/libexec/gsd-power
vm_mach+    3201    2801    3201  0    4 80887 11656   3 21:48 ?        00:00:00 /usr/libexec/gsd-print-notifications
vm_mach+    3201    2801    3295  0    4 80887 11656   3 21:48 ?        00:00:00 /usr/libexec/gsd-print-notifications
vm_mach+    3201    2801    3296  0    4 80887 11656   3 21:48 ?        00:00:00 /usr/libexec/gsd-print-notifications
vm_mach+    3201    2801    3319  0    4 80887 11656   3 21:48 ?        00:00:00 /usr/libexec/gsd-print-notifications
vm_mach+    3204    2801    3204  0    4 114567 7112   3 21:48 ?        00:00:00 /usr/libexec/gsd-rfkill
vm_mach+    3204    2801    3270  0    4 114567 7112   1 21:48 ?        00:00:00 /usr/libexec/gsd-rfkill
vm_mach+    3204    2801    3275  0    4 114567 7112   1 21:48 ?        00:00:00 /usr/libexec/gsd-rfkill
vm_mach+    3204    2801    3294  0    4 114567 7112   3 21:48 ?        00:00:00 /usr/libexec/gsd-rfkill
vm_mach+    3207    2801    3207  0    4 77588  6584   1 21:48 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
vm_mach+    3207    2801    3303  0    4 77588  6584   1 21:48 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
vm_mach+    3207    2801    3304  0    4 77588  6584   1 21:48 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
vm_mach+    3207    2801    3324  0    4 77588  6584   3 21:48 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
vm_mach+    3218    3057    3218  0    4 76641  7732   0 21:48 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
vm_mach+    3218    3057    3224  0    4 76641  7732   2 21:48 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
vm_mach+    3218    3057    3225  0    4 76641  7732   0 21:48 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
vm_mach+    3218    3057    3299  0    4 76641  7732   2 21:48 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
vm_mach+    3221    3057    3221  0    8 210075 64564  3 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3455  0    8 210075 64564  0 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3456  0    8 210075 64564  1 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3461  0    8 210075 64564  3 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3462  0    8 210075 64564  0 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3619  0    8 210075 64564  2 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3630  0    8 210075 64564  0 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3221    3057    3632  0    8 210075 64564  2 21:48 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
vm_mach+    3227    2801    3227  0    5 117262 11476  3 21:48 ?        00:00:00 /usr/libexec/gsd-sharing
vm_mach+    3227    2801    3334  0    5 117262 11476  3 21:48 ?        00:00:00 /usr/libexec/gsd-sharing
vm_mach+    3227    2801    3335  0    5 117262 11476  3 21:48 ?        00:00:00 /usr/libexec/gsd-sharing
vm_mach+    3227    2801    3336  0    5 117262 11476  3 21:48 ?        00:00:00 /usr/libexec/gsd-sharing
vm_mach+    3227    2801    3374  0    5 117262 11476  1 21:48 ?        00:00:00 /usr/libexec/gsd-sharing
vm_mach+    3230    2801    3230  0    5 96721  8740   2 21:48 ?        00:00:00 /usr/libexec/gsd-smartcard
vm_mach+    3230    2801    3330  0    5 96721  8740   1 21:48 ?        00:00:00 /usr/libexec/gsd-smartcard
vm_mach+    3230    2801    3331  0    5 96721  8740   1 21:48 ?        00:00:00 /usr/libexec/gsd-smartcard
vm_mach+    3230    2801    3361  0    5 96721  8740   1 21:48 ?        00:00:00 /usr/libexec/gsd-smartcard
vm_mach+    3230    2801    3404  0    5 96721  8740   1 21:48 ?        00:00:00 /usr/libexec/gsd-smartcard
vm_mach+    3240    2801    3240  0    5 64378  9628   2 21:48 ?        00:00:00 /usr/libexec/gsd-sound
vm_mach+    3240    2801    3388  0    5 64378  9628   3 21:48 ?        00:00:00 /usr/libexec/gsd-sound
vm_mach+    3240    2801    3389  0    5 64378  9628   2 21:48 ?        00:00:00 /usr/libexec/gsd-sound
vm_mach+    3240    2801    3411  0    5 64378  9628   0 21:48 ?        00:00:00 /usr/libexec/gsd-sound
vm_mach+    3240    2801    3445  0    5 64378  9628   2 21:48 ?        00:00:00 /usr/libexec/gsd-sound
vm_mach+    3243    2801    3243  0    3 38234 39120   2 21:48 ?        00:00:01 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
vm_mach+    3243    2801    3379  0    3 38234 39120   3 21:48 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
vm_mach+    3243    2801    3829  0    3 38234 39120   3 21:48 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
vm_mach+    3244    2801    3244  0    5 103514 21460  2 21:48 ?        00:00:00 /usr/libexec/gsd-wacom
vm_mach+    3244    2801    3400  0    5 103514 21460  2 21:48 ?        00:00:00 /usr/libexec/gsd-wacom
vm_mach+    3244    2801    3401  0    5 103514 21460  1 21:48 ?        00:00:00 /usr/libexec/gsd-wacom
vm_mach+    3244    2801    3406  0    5 103514 21460  0 21:48 ?        00:00:00 /usr/libexec/gsd-wacom
vm_mach+    3244    2801    3417  0    5 103514 21460  1 21:48 ?        00:00:00 /usr/libexec/gsd-wacom
vm_mach+    3369    2801    3369  0    5 152782 11580  2 21:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
vm_mach+    3369    2801    3408  0    5 152782 11580  0 21:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
vm_mach+    3369    2801    3409  0    5 152782 11580  0 21:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
vm_mach+    3369    2801    3413  0    5 152782 11580  1 21:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
vm_mach+    3369    2801    3442  0    5 152782 11580  3 21:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
vm_mach+    3399    2801    3399  0    5 130721 24280  3 21:48 ?        00:00:00 /usr/libexec/goa-daemon
vm_mach+    3399    2801    3449  0    5 130721 24280  2 21:48 ?        00:00:00 /usr/libexec/goa-daemon
vm_mach+    3399    2801    3451  0    5 130721 24280  1 21:48 ?        00:00:00 /usr/libexec/goa-daemon
vm_mach+    3399    2801    3454  0    5 130721 24280  0 21:48 ?        00:00:00 /usr/libexec/goa-daemon
vm_mach+    3399    2801    3458  0    5 130721 24280  2 21:48 ?        00:00:00 /usr/libexec/goa-daemon
vm_mach+    3425    3183    3425  0    5 61430  7572   2 21:48 ?        00:00:00 /usr/libexec/ibus-dconf
vm_mach+    3425    3183    3430  0    5 61430  7572   3 21:48 ?        00:00:00 /usr/libexec/ibus-dconf
